Datos	MergeSort (ms)	QuickSort (ms)	InsertionSort (ms)	StoogeSort (ms)
10	 	1.0	 	2.0	 	0.0	 	5.0	 	
20	 	0.0	 	0.0	 	0.0	 	3.0	 	
30	 	0.0	 	0.0	 	0.0	 	1.0	 	
40	 	0.0	 	0.0	 	0.0	 	14.0	 	
50	 	0.0	 	0.0	 	0.0	 	3.0	 	
60	 	0.0	 	0.0	 	0.0	 	3.0	 	
70	 	0.0	 	1.0	 	0.0	 	8.0	 	
80	 	0.0	 	0.0	 	0.0	 	8.0	 	
90	 	0.0	 	0.0	 	0.0	 	7.0	 	
100	 	0.0	 	0.0	 	0.0	 	22.0	 	
110	 	0.0	 	0.0	 	0.0	 	4.0	 	
120	 	0.0	 	0.0	 	1.0	 	4.0	 	
130	 	0.0	 	0.0	 	1.0	 	3.0	 	
140	 	0.0	 	0.0	 	1.0	 	4.0	 	
150	 	0.0	 	0.0	 	0.0	 	18.0	 	
160	 	0.0	 	0.0	 	1.0	 	9.0	 	
170	 	0.0	 	0.0	 	1.0	 	14.0	 	
180	 	0.0	 	0.0	 	2.0	 	16.0	 	
190	 	1.0	 	0.0	 	1.0	 	35.0	 	
200	 	0.0	 	0.0	 	1.0	 	13.0	 	
210	 	0.0	 	0.0	 	4.0	 	16.0	 	
220	 	0.0	 	0.0	 	2.0	 	43.0	 	
230	 	0.0	 	0.0	 	0.0	 	33.0	 	
240	 	0.0	 	0.0	 	1.0	 	24.0	 	
250	 	0.0	 	0.0	 	0.0	 	33.0	 	
260	 	0.0	 	0.0	 	0.0	 	25.0	 	
270	 	0.0	 	0.0	 	0.0	 	34.0	 	
280	 	0.0	 	0.0	 	0.0	 	24.0	 	
290	 	0.0	 	1.0	 	0.0	 	30.0	 	
300	 	0.0	 	0.0	 	1.0	 	39.0	 	
310	 	0.0	 	0.0	 	0.0	 	24.0	 	
320	 	0.0	 	0.0	 	0.0	 	91.0	 	
330	 	0.0	 	1.0	 	0.0	 	111.0	 	
340	 	0.0	 	0.0	 	0.0	 	100.0	 	
350	 	0.0	 	0.0	 	0.0	 	89.0	 	
360	 	0.0	 	0.0	 	1.0	 	105.0	 	
370	 	1.0	 	0.0	 	0.0	 	101.0	 	
380	 	0.0	 	0.0	 	0.0	 	89.0	 	
390	 	1.0	 	0.0	 	0.0	 	88.0	 	
400	 	0.0	 	0.0	 	1.0	 	88.0	 	
410	 	0.0	 	1.0	 	0.0	 	129.0	 	
420	 	0.0	 	0.0	 	0.0	 	96.0	 	
430	 	0.0	 	0.0	 	0.0	 	99.0	 	
440	 	1.0	 	0.0	 	0.0	 	97.0	 	
450	 	1.0	 	0.0	 	0.0	 	87.0	 	
460	 	0.0	 	0.0	 	0.0	 	94.0	 	
470	 	0.0	 	0.0	 	0.0	 	114.0	 	
480	 	0.0	 	0.0	 	0.0	 	276.0	 	
490	 	0.0	 	0.0	 	0.0	 	214.0	 	
500	 	0.0	 	0.0	 	0.0	 	213.0	 	
